EID,FORTARGET,PROB
439664,0,0.22036391496658325
82597,0,0.018422067165374756
305745,0,0.06916481256484985
47714,0,0.025240881368517876
217636,0,0.3455304205417633
103692,0,0.09193409234285355
123206,0,0.18287141621112823
75780,0,0.2414458692073822
345321,0,0.12901358306407928
345465,0,0.09557794779539108
127711,0,0.08042125403881073
257983,0,0.011559821665287018
77371,0,0.17437192797660828
83408,0,0.1810707300901413
370091,0,0.4402024447917938
324868,0,0.1532677561044693
327256,0,0.36726367473602295
197199,0,0.23855258524417877
323310,0,0.20099082589149475
32009,0,0.1395944356918335
154610,0,0.20570723712444305
397779,0,0.004993695765733719
68475,0,0.12559771537780762
386002,0,0.2080661952495575
205922,0,0.007764267269521952
258350,1,0.6184810400009155
496502,0,0.2961578369140625
458475,0,0.16430863738059998
290796,0,0.4375772476196289
119885,0,0.14606165885925293
152817,0,0.26868554949760437
197155,0,0.17017021775245667
418677,0,0.22625097632408142
70271,0,0.19797255098819733
372610,0,0.17733989655971527
106101,0,0.0374605692923069
180857,0,0.2065168172121048
156717,0,0.08607184886932373
490984,0,0.06876861304044724
128254,0,0.1282636970281601
241927,0,0.18546535074710846
86381,0,0.19504176080226898
240773,0,0.3272829055786133
248697,0,0.02998809888958931
58233,0,0.16038668155670166
314655,0,0.10840379446744919
5883,0,0.18420454859733582
79963,0,0.1540471464395523
28100,0,0.11182818561792374
432435,0,0.4494805634021759
213465,0,0.16038018465042114
448888,0,0.1357622742652893
337782,0,0.22809118032455444
436129,0,0.19565162062644958
441242,0,0.019418757408857346
211757,0,0.28131067752838135
17958,0,0.04556037113070488
96223,0,0.008979312144219875
514755,0,0.15139393508434296
124026,0,0.25501754879951477
490612,0,0.1697556972503662
349327,0,0.1531781554222107
511158,0,0.27956289052963257
485836,0,0.16816256940364838
173992,0,0.2154003232717514
242838,0,0.22731861472129822
425184,0,0.08390264213085175
176237,0,0.08269305527210236
95142,0,0.07563693076372147
202703,0,0.018359551206231117
261063,0,0.036080293357372284
154778,0,0.08088859170675278
164055,0,0.18749547004699707
6784,0,0.11531394720077515
319326,0,0.10961699485778809
72724,0,0.0048862844705581665
2790,0,0.06816855818033218
275162,0,0.13326901197433472
223084,0,0.028820974752306938
143497,0,0.10563250631093979
489432,0,0.09586116671562195
503503,0,0.027262071147561073
481137,0,0.08591512590646744
68039,0,0.016967516392469406
195578,1,0.547271728515625
52026,0,0.18323197960853577
508988,0,0.023705605417490005
455053,0,0.20582447946071625
177974,1,0.6068781614303589
41335,0,0.15424683690071106
191404,0,0.2680356502532959
97121,0,0.25583526492118835
475469,1,0.46704721450805664
231646,0,0.20400342345237732
211918,0,0.06792128086090088
133468,0,0.4320806860923767
405335,0,0.26561152935028076
772,0,0.08239755779504776
466869,0,0.025476250797510147
392911,0,0.11483954638242722
89841,0,0.11485261470079422
442624,0,0.23198337852954865
39575,0,0.07862299680709839
198377,0,0.18920473754405975
323988,0,0.18337124586105347
58055,0,0.2165084332227707
489861,0,0.25932246446609497
311657,0,0.3045397996902466
265827,0,0.1794845312833786
410983,0,0.1743326336145401
457543,0,0.08550991117954254
249911,0,0.21870110929012299
398580,0,0.0773170068860054
271702,0,0.07700403779745102
323367,0,0.03151916339993477
368848,0,0.4233737885951996
196923,0,0.0022870327811688185
488720,0,0.10735108703374863
116877,0,0.053047459572553635
60759,0,0.13705195486545563
522796,0,0.24278156459331512
196132,0,0.3789314925670624
481635,0,0.13999855518341064
518565,0,0.1901797652244568
245758,0,0.2775729298591614
73630,0,0.3528035879135132
334804,0,0.20563748478889465
126643,0,0.05180532857775688
373286,0,0.3429706394672394
312206,0,0.15667474269866943
478033,0,0.1024026870727539
77012,0,0.06858894228935242
92085,0,0.3670404851436615
86435,0,0.0468071773648262
111619,0,0.2951820194721222
151430,0,0.26241904497146606
50261,0,0.07311749458312988
404412,0,0.22157247364521027
479273,0,0.11161281168460846
509987,0,0.04455836862325668
503876,0,0.31168416142463684
364772,0,0.2202744036912918
69753,0,0.29226139187812805
293059,0,0.2593207061290741
289781,0,0.26211196184158325
366375,0,0.10463006794452667
134277,0,0.2657366096973419
107926,0,0.24222157895565033
457072,0,0.06202222406864166
414695,0,0.3237546384334564
495334,0,0.21798190474510193
55655,0,0.07250721007585526
391253,0,0.3505573272705078
89447,0,0.23222242295742035
255080,0,0.16921505331993103
367775,0,0.19019809365272522
320833,0,0.2069692611694336
383436,0,0.1743246614933014
433196,0,0.10602270811796188
289564,0,0.04675285518169403
484268,0,0.26050251722335815
216450,0,0.014213329181075096
62679,0,0.08317548781633377
55275,0,0.04962921142578125
240158,0,0.4402024447917938
188498,0,0.11512690782546997
77925,0,0.14749617874622345
501690,0,0.20548012852668762
139852,0,0.15565432608127594
305475,0,0.19443124532699585
179913,0,0.03415404632687569
265031,0,0.1569790542125702
450841,0,0.07013938575983047
378813,0,0.2853159010410309
128108,0,0.07485291361808777
423826,0,0.18065114319324493
312560,0,0.29313749074935913
92598,0,0.1807687133550644
31117,0,0.18853873014450073
162855,0,0.20197682082653046
329537,0,0.1678149253129959
428321,0,0.06609859317541122
66685,0,0.28194907307624817
410313,0,0.16068720817565918
386721,0,0.11833153665065765
392641,1,0.46963241696357727
146397,0,0.16276079416275024
345469,0,0.13932164013385773
53546,0,0.14952954649925232
418068,0,0.2108204960823059
365385,0,0.2951374650001526
155342,0,0.11846563965082169
310621,0,0.08562102168798447
124369,0,0.11556036025285721
362635,0,0.1896706223487854
53398,0,0.16662293672561646
78222,0,0.10772468149662018
343522,1,0.4520242512226105
319342,0,0.12632815539836884
332399,0,0.05349315330386162
265727,0,0.18767127394676208
170675,0,0.21043787896633148
107423,0,0.22254183888435364
145846,0,0.35522064566612244
99117,0,0.03207303583621979
324799,0,0.07994919270277023
256753,0,0.16529779136180878
463457,0,0.07809042185544968
158186,0,0.0049299318343400955
347326,0,0.02064376138150692
243888,0,0.2013828009366989
491889,0,0.192241370677948
223057,0,0.26043063402175903
98609,0,0.24108853936195374
481524,0,0.22637905180454254
104732,0,0.24685712158679962
142901,0,0.09844161570072174
160267,0,0.24983422458171844
508414,0,0.027365317568182945
61976,0,0.22170472145080566
100336,0,0.22772185504436493
167751,0,0.23726697266101837
100658,0,0.15432338416576385
431350,0,0.2688922584056854
220894,0,0.20629097521305084
494446,0,0.4136778712272644
343546,0,0.25220370292663574
456888,0,0.23425278067588806
4349,0,0.34312811493873596
465485,0,0.24308621883392334
517841,0,0.16194474697113037
151179,0,0.4104890525341034
503479,0,0.22731924057006836
67378,0,0.28127729892730713
38690,1,0.48703843355178833
144962,0,0.15734922885894775
274734,0,0.138436421751976
500629,0,0.005849458742886782
170869,0,0.27101844549179077
191847,0,0.2728578448295593
350139,0,0.1476370245218277
347138,0,0.12159128487110138
8772,0,0.12773023545742035
404543,0,0.09546162933111191
494018,0,0.12681768834590912
57721,0,0.35271742939949036
449581,0,0.19289462268352509
108222,0,0.3503535985946655
109449,0,0.18070869147777557
74537,0,0.0766449049115181
52632,0,0.17406435310840607
204267,0,0.27490657567977905
521033,1,0.5226131677627563
264287,0,0.18454475700855255
520893,0,0.02533690445125103
187035,0,0.18288932740688324
123608,0,0.2619786858558655
149411,0,0.14158895611763
54608,0,0.02066817134618759
303952,0,0.026937615126371384
352920,0,0.15941597521305084
