EID,FORTARGET,PROB
439664,0,0.22434651851654053
82597,0,0.08172165602445602
305745,0,0.06395100057125092
47714,0,0.0807657465338707
217636,0,0.33242693543434143
103692,0,0.12465784698724747
123206,0,0.18811555206775665
75780,0,0.2503311038017273
345321,0,0.12513971328735352
345465,0,0.1363036185503006
127711,0,0.07223336398601532
257983,0,0.04188632592558861
77371,0,0.19397346675395966
83408,0,0.18223142623901367
370091,0,0.4229337275028229
324868,0,0.1652223765850067
327256,0,0.35023561120033264
197199,0,0.24823957681655884
323310,0,0.19945700466632843
32009,0,0.17807720601558685
154610,0,0.21734435856342316
397779,0,0.02791314758360386
68475,0,0.10674489289522171
386002,0,0.21665938198566437
205922,0,0.04443179443478584
258350,1,0.5430558919906616
496502,0,0.28494924306869507
458475,0,0.136422798037529
290796,0,0.4242953360080719
119885,0,0.145004540681839
152817,0,0.22156524658203125
197155,0,0.18651270866394043
418677,0,0.21737349033355713
70271,0,0.22225330770015717
372610,0,0.17299802601337433
106101,0,0.12950947880744934
180857,0,0.18929320573806763
156717,0,0.0958845242857933
490984,0,0.07177353650331497
128254,0,0.10574030876159668
241927,0,0.1640334129333496
86381,0,0.17144733667373657
240773,0,0.32518470287323
248697,0,0.07802875339984894
58233,0,0.21252687275409698
314655,0,0.1138678565621376
5883,0,0.15591664612293243
79963,0,0.15845324099063873
28100,0,0.09960723668336868
432435,0,0.40655842423439026
213465,0,0.1492488831281662
448888,0,0.15353970229625702
337782,0,0.22943951189517975
436129,0,0.16948406398296356
441242,0,0.028076954185962677
211757,0,0.2957024872303009
17958,0,0.056968480348587036
96223,0,0.03377801924943924
514755,0,0.07285097986459732
124026,0,0.20300109684467316
490612,0,0.17288047075271606
349327,0,0.16210980713367462
511158,0,0.11499763280153275
485836,0,0.12132766097784042
173992,0,0.23752735555171967
242838,0,0.25171583890914917
425184,0,0.09292802214622498
176237,0,0.17276954650878906
95142,0,0.07670537382364273
202703,0,0.10430566221475601
261063,0,0.03135109320282936
154778,0,0.09353993088006973
164055,0,0.20515023171901703
6784,0,0.09800755977630615
319326,0,0.06658881902694702
72724,0,0.021922478452324867
2790,0,0.11146170645952225
275162,0,0.14079122245311737
223084,0,0.03472019359469414
143497,0,0.12721411883831024
489432,0,0.09659630060195923
503503,0,0.016786355525255203
481137,0,0.11020621657371521
68039,0,0.02398454211652279
195578,1,0.5446876883506775
52026,0,0.16691188514232635
508988,0,0.04569588229060173
455053,0,0.2142830342054367
177974,1,0.5901883840560913
41335,0,0.14530439674854279
191404,0,0.26393505930900574
97121,0,0.24002103507518768
475469,0,0.4537632167339325
231646,0,0.21787481009960175
211918,0,0.07777653634548187
133468,0,0.4775867164134979
405335,0,0.2927151024341583
772,0,0.06091795489192009
466869,0,0.09150496870279312
392911,0,0.13221153616905212
89841,0,0.11098416894674301
442624,0,0.24916569888591766
39575,0,0.08408073335886002
198377,0,0.19484539330005646
323988,0,0.13491997122764587
58055,0,0.1422959715127945
489861,0,0.30373653769493103
311657,0,0.28981125354766846
265827,0,0.1917417198419571
410983,0,0.18686425685882568
457543,0,0.13946467638015747
249911,0,0.22342681884765625
398580,0,0.08741744607686996
271702,0,0.07963889092206955
323367,0,0.06112714484333992
368848,0,0.41691091656684875
196923,0,0.013018001802265644
488720,0,0.11403275281190872
116877,0,0.05252790451049805
60759,0,0.15014798939228058
522796,0,0.06814558058977127
196132,0,0.39279770851135254
481635,0,0.16686822474002838
518565,0,0.09897639602422714
245758,0,0.26053401827812195
73630,0,0.3382551670074463
