EID,FORTARGET,PROB
439664,0,0.23697815835475922
82597,0,0.06896347552537918
305745,0,0.07157554477453232
47714,0,0.037048786878585815
217636,0,0.33214041590690613
103692,0,0.13728439807891846
123206,0,0.17493341863155365
75780,0,0.25536221265792847
345321,0,0.1317543089389801
345465,0,0.1139780580997467
127711,0,0.08177229762077332
257983,0,0.07084202766418457
77371,0,0.1937446892261505
83408,0,0.1772998571395874
370091,0,0.44604310393333435
324868,0,0.15818187594413757
327256,0,0.3617226183414459
197199,0,0.24979917705059052
323310,0,0.1984768956899643
32009,0,0.16235458850860596
154610,0,0.2158704400062561
397779,0,0.008633658289909363
68475,0,0.11102606356143951
386002,0,0.20043015480041504
205922,0,0.010012861341238022
258350,1,0.6040443778038025
496502,0,0.28510454297065735
458475,0,0.19746634364128113
290796,0,0.43780484795570374
119885,0,0.14562901854515076
152817,0,0.21350713074207306
197155,0,0.1944376677274704
418677,0,0.21931597590446472
70271,0,0.2219826728105545
372610,0,0.18047897517681122
106101,0,0.03698865324258804
180857,0,0.18640059232711792
156717,0,0.10055071860551834
490984,0,0.06369822472333908
128254,0,0.09341270476579666
241927,0,0.17323486506938934
86381,0,0.18257127702236176
240773,0,0.32151687145233154
248697,0,0.02683231420814991
58233,0,0.16959083080291748
314655,0,0.11533664911985397
5883,0,0.16813942790031433
79963,0,0.15113399922847748
28100,0,0.09679996967315674
432435,0,0.42113423347473145
213465,0,0.14455296099185944
448888,0,0.15155473351478577
337782,0,0.23439450562000275
436129,0,0.1746360808610916
441242,0,0.028481202200055122
211757,0,0.2966863512992859
17958,0,0.078423872590065
96223,0,0.018646156415343285
514755,0,0.07877195626497269
124026,0,0.20941992104053497
490612,0,0.1695270538330078
349327,0,0.14820176362991333
511158,0,0.11102735996246338
485836,0,0.1266310065984726
173992,0,0.23027710616588593
242838,0,0.24570126831531525
425184,0,0.11094452440738678
176237,0,0.13874147832393646
95142,0,0.07889323681592941
202703,0,0.042875878512859344
261063,0,0.028589580208063126
154778,0,0.10558264702558517
164055,0,0.1962268203496933
6784,0,0.10841477662324905
319326,0,0.07911147177219391
72724,0,0.00934456568211317
2790,0,0.08972173184156418
275162,0,0.1295783519744873
223084,0,0.04775045067071915
143497,0,0.11236543953418732
489432,0,0.09783191978931427
503503,0,0.018716992810368538
481137,0,0.09652647376060486
68039,0,0.023177338764071465
195578,1,0.5669299364089966
52026,0,0.1756426841020584
508988,0,0.01980510726571083
455053,0,0.20950259268283844
177974,1,0.6568627953529358
41335,0,0.1517535299062729
191404,0,0.2649240791797638
97121,0,0.2552168071269989
475469,1,0.4517172574996948
231646,0,0.20673240721225739
211918,0,0.07617267966270447
133468,1,0.46620669960975647
405335,0,0.2875443696975708
772,0,0.06657823175191879
466869,0,0.029741939157247543
392911,0,0.13438153266906738
89841,0,0.10035893321037292
442624,0,0.2504134476184845
39575,0,0.08150903135538101
198377,0,0.21465353667736053
323988,0,0.14360690116882324
58055,0,0.25349292159080505
489861,0,0.23800818622112274
311657,0,0.28826987743377686
265827,0,0.17856465280056
410983,0,0.18637235462665558
457543,0,0.09129731357097626
249911,0,0.22477339208126068
398580,0,0.0873008519411087
271702,0,0.07490735501050949
323367,0,0.02997407503426075
