EID,FORTARGET,PROB
439664,0,0.22110655903816223
82597,0,0.019809477031230927
305745,0,0.05004534497857094
47714,0,0.04407280683517456
217636,0,0.33009421825408936
103692,0,0.1029302105307579
123206,0,0.1120029166340828
75780,0,0.2259422391653061
345321,0,0.0804700255393982
345465,0,0.23254849016666412
127711,0,0.12008283287286758
257983,0,0.017989810556173325
77371,0,0.14654961228370667
83408,0,0.1781935691833496
370091,0,0.3444693386554718
324868,0,0.14955221116542816
327256,0,0.37681323289871216
197199,0,0.22659030556678772
323310,0,0.19396500289440155
32009,0,0.1528628170490265
154610,0,0.24629156291484833
397779,0,0.018146036192774773
68475,0,0.0958033874630928
386002,0,0.20740385353565216
205922,0,0.0030841173138469458
258350,1,0.634106457233429
496502,0,0.2485409826040268
458475,0,0.10430508852005005
290796,0,0.4159642457962036
119885,0,0.1418657749891281
152817,0,0.1985558271408081
197155,0,0.23261384665966034
418677,0,0.1661987602710724
70271,0,0.1937147080898285
372610,0,0.11096694320440292
106101,0,0.17485013604164124
180857,0,0.1433814913034439
156717,0,0.22828102111816406
490984,0,0.07714702188968658
128254,0,0.1298183798789978
241927,0,0.11711541563272476
86381,0,0.19603465497493744
240773,0,0.2726746201515198
248697,0,0.21332226693630219
58233,0,0.14192207157611847
314655,0,0.07866385579109192
5883,0,0.1675560027360916
79963,0,0.16823691129684448
28100,0,0.17721277475357056
432435,0,0.35012388229370117
213465,0,0.11474250257015228
448888,0,0.1526166945695877
337782,0,0.22254911065101624
436129,0,0.272863507270813
441242,0,0.061347730457782745
211757,0,0.26295122504234314
17958,0,0.016193708404898643
96223,0,0.018810991197824478
514755,0,0.12714283168315887
124026,0,0.24088475108146667
490612,0,0.15638208389282227
349327,0,0.21309280395507812
511158,0,0.1795703023672104
485836,0,0.1410195231437683
173992,0,0.16403017938137054
242838,0,0.178997203707695
425184,0,0.062101006507873535
176237,0,0.03931577876210213
95142,0,0.07041309028863907
202703,0,0.02787022292613983
261063,0,0.09616830199956894
154778,0,0.06599767506122589
164055,0,0.20217430591583252
6784,0,0.10455159097909927
319326,0,0.14346444606781006
72724,0,0.014201102778315544
2790,0,0.20951297879219055
275162,0,0.10719262808561325
223084,0,0.02807941474020481
143497,0,0.07421146333217621
489432,0,0.1193976029753685
503503,0,0.04968429356813431
481137,0,0.12958599627017975
68039,0,0.004989229142665863
195578,1,0.6478028297424316
52026,0,0.1631487011909485
508988,0,0.049050476402044296
455053,0,0.21299342811107635
177974,1,0.6325536966323853
41335,0,0.06941905617713928
191404,0,0.2002543807029724
97121,0,0.23104095458984375
475469,1,0.5748947858810425
231646,0,0.16468878090381622
211918,0,0.053543321788311005
133468,0,0.37982678413391113
405335,0,0.26326102018356323
772,0,0.06929800659418106
